,implementation,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,accuracy,elapse,country,fromsearch,gender,age,Strength
164,2,4,1,1,5,3,5,3,3,1,4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,3,2,1,1,2,2,1,1,1,1,1,3,5,4,4,2,1,1,5,100,290,US,1,-1,-1,R
165,2,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,4,5,5,5,1,4,4,3,1,4,1,2,1,3,2,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,100,196,US,0,-1,-1,A
166,2,3,3,1,1,1,3,2,1,3,2,3,1,1,3,1,1,3,3,4,2,5,3,1,2,5,3,1,2,3,3,3,1,4,3,4,1,5,3,4,3,3,3,1,1,3,3,1,1,90,171,US,1,-1,-1,E
169,2,1,4,3,1,1,4,1,4,5,4,4,4,3,4,3,3,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,2,3,3,4,3,4,3,4,3,2,3,2,3,1,1,2,3,90,209,CL,1,-1,-1,A
170,2,3,1,3,-1,1,3,1,1,2,5,5,1,5,4,4,1,1,4,1,5,5,5,2,3,4,5,4,3,5,3,2,3,4,1,4,2,3,3,2,3,3,1,3,3,2,3,1,2,100,8830,US,0,-1,-1,S
171,2,2,3,3,2,2,3,2,3,4,3,4,4,4,3,4,4,2,2,2,3,3,3,3,2,4,4,2,3,3,2,3,3,2,2,2,2,4,2,3,2,2,2,2,2,4,4,2,2,90,178,US,0,-1,-1,I
174,2,4,5,1,5,5,5,5,4,1,5,5,5,5,5,5,5,5,1,5,4,5,5,4,5,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,5,5,2,5,5,1,3,80,1193,US,0,-1,-1,I
175,2,2,4,1,2,1,2,2,1,5,5,2,4,4,4,4,3,5,3,4,5,5,5,1,4,1,5,3,2,5,3,5,5,-1,3,2,1,4,2,3,5,2,3,2,1,1,5,2,3,90,170,US,1,-1,-1,A
178,2,3,1,1,2,1,4,1,1,3,4,5,3,4,4,3,1,2,1,2,1,2,1,1,1,4,5,5,5,5,3,3,3,2,1,3,3,3,1,3,2,2,1,2,3,2,1,1,1,100,299,US,0,-1,-1,S
179,2,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,3,5,4,4,4,5,1,3,4,5,4,4,4,3,2,3,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,100,109,US,1,-1,-1,A
180,2,3,2,2,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,2,5,1,3,3,1,4,1,3,2,2,3,2,1,5,3,4,1,4,4,4,3,4,2,3,3,4,4,4,4,82,241,US,0,-1,-1,E
181,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,4,3,3,1,2,4,1,4,3,2,1,1,1,1,2,4,1,3,1,90,270,CA,1,-1,-1,S
182,2,2,2,1,1,1,2,1,1,1,3,3,2,2,2,1,3,2,5,3,4,5,3,1,4,4,5,2,3,3,2,4,2,1,3,4,3,4,4,2,2,4,2,4,5,3,3,2,3,98,153,US,1,-1,-1,A
184,2,5,3,1,4,1,2,3,1,3,1,1,5,3,3,3,3,2,2,1,1,1,5,5,1,4,5,3,5,4,5,4,1,5,1,5,3,5,1,1,1,5,3,4,3,3,3,1,4,85,511,US,1,-1,-1,S
185,2,4,1,1,3,2,3,1,1,5,2,3,4,3,3,3,3,4,3,2,5,3,5,2,3,-1,5,3,4,4,3,5,2,1,1,2,1,3,1,1,1,1,1,5,1,5,1,3,1,90,184,US,1,-1,-1,A
187,2,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,2,1,2,3,4,4,2,4,4,1,3,3,3,3,3,4,3,90,146,AU,1,-1,-1,A
188,2,3,1,1,4,1,3,2,1,2,4,2,3,2,3,2,2,1,5,3,4,5,4,1,4,5,5,4,2,5,2,3,2,1,3,2,1,2,1,2,4,2,2,2,2,4,3,2,2,90,183,US,1,-1,-1,S
189,2,4,1,1,1,1,3,1,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,5,3,5,5,5,4,2,3,3,1,4,2,4,1,1,2,1,1,4,3,3,1,100,214,US,1,-1,-1,I
190,2,1,1,1,1,1,1,1,1,5,3,3,1,1,3,3,1,2,1,-1,2,1,1,1,2,2,5,3,2,2,4,2,3,1,2,3,1,2,3,1,2,1,1,1,1,1,1,1,1,90,204,US,1,-1,-1,S
192,2,4,1,1,2,2,1,1,1,2,2,2,2,2,2,1,4,5,5,3,4,4,5,1,3,5,4,2,3,5,5,4,2,2,1,4,2,5,2,2,2,3,2,4,5,3,3,2,3,80,192,US,1,-1,-1,A
193,2,2,1,1,2,1,1,1,1,4,4,3,2,3,2,2,2,4,5,4,5,5,4,4,4,5,5,4,4,5,5,5,4,1,1,4,2,4,2,1,4,1,4,2,4,2,3,2,2,90,127,US,1,-1,-1,S
194,2,1,1,1,1,1,1,1,1,3,3,1,4,1,1,4,1,1,1,1,4,1,1,3,1,1,5,4,3,4,4,1,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,20,351,US,0,-1,-1,S
195,2,4,2,4,1,3,1,3,3,5,4,5,5,4,4,3,5,1,2,2,3,2,1,4,1,5,5,4,5,2,2,3,3,1,3,4,2,2,2,4,4,1,3,1,1,3,4,3,1,95,170,US,1,-1,-1,I
196,2,1,3,2,3,2,2,3,2,5,4,4,3,3,4,3,5,3,5,4,3,3,3,3,4,4,4,4,4,4,5,5,5,3,4,4,4,4,3,3,3,2,3,3,2,2,3,3,3,90,131,US,1,-1,-1,S
197,2,1,1,1,1,1,1,1,1,2,4,3,1,1,3,1,1,1,4,1,4,3,2,3,3,5,3,3,3,4,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,90,176,US,1,-1,-1,S
199,2,1,1,1,2,2,2,2,2,4,5,5,4,4,5,4,4,2,5,5,4,4,4,4,4,5,4,5,3,5,4,5,3,3,5,3,4,3,3,4,3,2,3,2,2,2,2,2,2,80,132,US,0,-1,-1,I
200,2,2,1,1,1,1,1,1,1,2,3,4,1,2,4,2,2,1,4,3,1,5,2,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,100,155,US,0,-1,-1,A
201,2,1,1,1,1,1,1,1,1,3,4,2,1,1,3,1,4,2,2,4,3,2,5,1,5,5,3,4,1,5,4,5,4,1,1,2,1,3,2,2,2,2,2,2,2,3,3,1,1,90,117,AU,1,-1,-1,S
203,2,3,4,3,2,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,2,4,3,2,3,3,2,2,3,4,3,4,3,3,3,3,3,3,3,99,159,US,0,-1,-1,I
208,2,4,4,1,1,1,4,1,4,5,4,4,5,5,3,3,3,3,2,3,1,4,4,2,4,4,3,4,4,5,3,4,3,1,2,4,4,2,4,3,4,2,1,1,3,1,2,2,2,8,427,US,1,-1,-1,I
209,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,4,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,90,143,US,1,-1,-1,I
211,2,5,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,3,5,5,5,5,5,5,5,3,5,5,5,5,1,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,167,US,0,-1,-1,A
212,2,4,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,1,1,2,3,1,1,1,2,3,5,3,4,4,2,3,4,4,5,4,5,5,4,3,90,118,US,1,-1,-1,C
213,2,2,3,2,1,1,1,2,3,3,5,5,3,3,5,3,2,3,4,4,4,5,4,3,5,2,3,3,4,3,3,3,3,2,2,2,4,1,4,3,4,1,2,1,2,1,1,2,2,89,173,CA,0,-1,-1,A
214,2,1,4,2,2,1,3,1,2,5,2,4,5,5,3,5,4,2,-1,3,3,3,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,100,139,US,0,-1,-1,I
215,2,3,1,1,3,1,2,1,1,5,4,5,4,5,5,5,5,4,3,4,3,5,4,3,2,1,3,2,3,2,1,2,2,1,1,2,3,1,2,-1,1,1,1,2,2,4,3,1,2,95,1312,US,0,-1,-1,I
216,2,1,1,1,1,1,1,1,1,4,4,3,3,4,5,4,4,1,2,3,4,4,3,1,-1,2,5,4,4,5,5,5,4,3,3,1,4,1,5,1,5,1,1,1,2,1,1,1,1,90,278,US,0,-1,-1,S
217,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,10,167,US,0,-1,-1,E
218,2,1,3,2,2,2,2,2,2,5,5,5,5,5,5,5,4,2,2,4,4,4,4,2,3,2,4,3,2,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,21,107,US,0,-1,-1,I
219,2,2,1,3,3,2,2,4,2,1,1,2,2,2,2,2,3,1,1,2,1,1,1,5,3,3,2,2,3,2,2,1,2,2,3,2,1,3,1,3,4,1,1,2,1,1,3,2,2,70,170,US,0,-1,-1,R
220,2,2,4,3,4,1,3,3,3,4,2,1,1,1,1,2,1,1,5,1,4,4,4,4,1,4,4,2,4,2,2,2,2,4,1,4,2,5,2,2,2,1,3,4,3,4,2,1,3,95,432,US,1,-1,-1,A
221,2,3,4,5,3,4,4,3,4,3,5,5,2,2,5,2,5,1,1,1,2,1,3,4,2,1,3,4,2,4,4,4,2,1,2,2,1,2,1,1,2,3,4,3,2,3,3,2,4,80,345,US,1,-1,-1,R
222,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,3,3,1,2,3,2,3,1,3,1,3,2,3,2,5,3,4,3,4,4,4,3,4,3,3,2,3,3,4,2,90,212,US,0,-1,-1,E
223,2,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,4,4,1,4,4,4,1,4,2,3,1,1,2,1,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,97,133,US,0,-1,-1,A
224,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90,126,US,1,-1,-1,A
226,2,4,5,1,1,1,3,1,4,4,4,1,1,1,2,1,1,4,4,4,4,1,5,3,4,3,3,1,4,4,4,3,4,1,2,1,2,1,2,1,2,1,2,1,3,1,4,1,1,90,193,AU,0,-1,-1,A
227,2,3,4,1,4,4,4,2,4,4,5,4,4,3,4,2,2,5,5,2,5,4,5,4,2,3,3,2,2,3,4,3,1,2,1,3,4,2,2,3,3,2,2,2,2,1,3,2,2,90,259,US,0,-1,-1,A
228,2,3,4,1,1,1,3,3,4,4,2,3,4,2,3,3,2,1,1,3,2,2,3,1,3,3,4,2,2,4,1,3,2,4,5,5,2,3,4,5,1,4,3,4,2,4,4,5,3,90,230,CA,1,-1,-1,E
230,2,3,4,4,3,3,5,3,5,3,3,3,2,2,2,3,2,2,1,2,1,1,3,4,1,2,3,1,1,1,1,1,1,1,2,4,3,3,3,1,1,4,4,4,4,4,3,4,2,90,263,US,0,-1,-1,R
232,2,1,1,4,1,1,1,1,1,3,4,4,5,4,4,3,4,3,2,3,4,1,4,5,2,4,3,2,4,2,5,3,2,2,1,1,1,5,1,2,3,1,1,1,1,2,2,1,1,100,177,CA,0,-1,-1,I
233,2,1,1,3,1,1,1,1,1,1,5,1,1,1,4,1,1,1,5,3,4,5,2,1,4,1,5,3,1,3,1,3,1,5,1,4,1,1,3,3,1,1,-1,1,1,1,1,1,1,70,399,US,1,-1,-1,A
234,2,3,1,4,5,-1,4,1,1,5,5,5,5,5,5,5,4,1,1,4,2,2,4,4,4,1,4,1,4,1,1,1,1,1,1,1,4,3,1,1,2,1,2,4,1,4,1,1,3,10,148,US,0,-1,-1,I
236,2,3,1,1,1,1,1,3,1,5,1,1,4,5,1,3,1,2,1,1,1,4,1,4,1,5,5,5,1,5,5,5,5,1,1,4,4,4,4,1,5,4,4,4,4,5,5,4,4,100,155,US,1,-1,-1,S
237,2,2,2,1,4,2,3,3,2,5,4,5,2,5,4,4,3,1,4,5,4,5,4,2,5,4,3,1,3,1,4,4,2,1,1,4,1,2,1,2,4,1,3,1,4,1,2,1,2,90,222,US,0,-1,-1,I
239,2,3,4,4,4,3,4,4,4,2,2,2,1,1,2,2,2,1,1,1,3,1,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,4,3,2,1,3,1,3,95,100,US,1,-1,-1,R
240,2,2,4,4,4,1,4,4,3,2,3,3,1,1,2,1,2,1,2,4,5,4,5,4,5,5,4,5,4,5,4,4,2,2,1,4,2,2,3,2,4,2,4,2,1,1,1,1,1,83,268,US,0,-1,-1,S
241,2,4,1,1,5,4,1,4,2,3,5,4,3,3,4,4,2,1,1,1,1,1,2,1,2,1,1,2,4,4,2,2,3,1,1,1,1,1,1,3,1,3,3,4,3,4,1,2,3,80,179,US,1,-1,-1,I
242,2,1,4,3,3,2,2,2,2,4,4,4,2,-1,3,1,2,3,4,4,1,3,1,4,2,4,3,3,4,2,3,2,2,3,4,5,3,3,4,2,2,3,4,4,3,1,2,2,2,95,118,US,1,-1,-1,E
244,2,4,4,1,2,1,4,3,5,4,4,4,3,4,5,5,5,3,3,2,3,2,4,4,1,5,4,3,3,5,4,2,1,2,1,3,1,1,2,5,5,3,2,2,5,5,5,5,5,90,282,US,0,-1,-1,I
245,2,1,2,1,4,1,4,1,2,3,5,5,4,4,4,4,4,4,4,5,5,4,4,5,5,3,3,3,2,3,3,3,3,3,1,3,2,1,1,2,2,1,1,1,1,1,3,1,1,95,11367,US,0,-1,-1,A
247,2,2,1,1,3,1,1,1,1,2,2,2,1,3,3,3,1,2,4,4,4,4,4,3,3,3,3,1,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,3,1,1,3,1,1,100,248,US,1,-1,-1,A
249,2,2,3,1,2,2,4,1,1,2,2,2,2,2,3,1,1,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,2,4,5,2,5,4,1,5,1,1,2,2,1,2,1,-1,100,183,US,0,-1,-1,S
250,2,3,4,4,4,2,5,3,2,1,5,5,3,2,4,3,2,1,1,3,3,2,2,4,2,3,3,4,3,2,4,4,4,4,4,4,3,3,3,4,4,3,1,3,1,3,3,4,3,50,115,US,1,-1,-1,E
251,2,4,4,2,4,4,4,3,4,3,4,2,2,2,2,2,2,3,3,3,4,2,3,4,3,3,3,3,3,4,4,3,2,2,4,4,2,3,4,4,4,2,3,2,3,2,3,3,2,85,205,US,1,-1,-1,R
252,2,1,1,1,1,1,1,1,1,4,5,3,2,2,3,1,2,2,3,3,3,4,2,5,4,5,5,5,4,5,5,5,5,2,2,4,2,4,2,1,2,1,1,1,2,1,2,1,2,90,122,US,0,-1,-1,S
256,2,1,3,1,1,1,3,2,3,5,3,3,5,1,3,2,3,1,3,4,3,4,3,2,5,5,4,4,4,5,3,3,4,1,3,2,4,2,3,3,3,2,3,3,3,2,3,2,3,85,187,US,1,-1,-1,S
257,2,2,1,1,3,1,1,1,1,1,4,4,5,5,3,5,1,1,3,4,2,4,1,1,3,4,5,5,5,5,2,4,5,4,5,5,4,3,5,4,4,1,4,4,4,4,5,2,5,97,141,US,0,-1,-1,S
258,2,5,1,1,5,3,4,5,3,2,1,3,2,3,1,1,3,4,3,3,3,4,4,1,4,4,5,4,2,4,3,4,5,3,5,4,3,4,4,1,4,5,4,5,5,5,5,5,5,100,232,US,1,-1,-1,C
259,2,3,3,3,3,1,2,2,2,4,3,3,2,3,2,2,3,1,2,4,2,3,3,2,3,4,3,1,2,2,2,3,1,3,4,4,3,3,3,4,4,3,3,3,3,4,3,3,3,75,1082,US,1,-1,-1,E
260,2,1,4,2,1,1,4,1,3,4,4,4,4,3,5,4,4,3,3,2,1,2,4,5,3,2,5,4,3,4,5,5,2,3,1,3,3,2,2,2,3,1,1,1,1,1,1,1,1,100,157,US,0,-1,-1,I
261,2,2,1,1,1,1,1,1,1,1,4,4,1,1,3,1,3,3,5,5,4,5,3,4,2,4,2,5,4,5,2,5,4,2,1,4,1,2,4,5,5,1,1,1,1,2,1,1,3,95,238,FR,0,-1,-1,A
262,2,1,1,1,1,1,1,1,1,3,5,5,3,4,5,4,3,1,3,1,3,1,2,1,1,2,5,3,4,4,5,5,2,2,2,3,3,2,1,1,4,1,1,1,-1,1,1,1,1,85,239,CA,1,-1,-1,I
263,2,4,4,1,2,1,3,1,4,3,2,3,1,2,2,2,2,5,5,5,3,4,4,2,4,5,5,1,5,5,2,4,2,3,2,4,5,5,5,3,4,3,2,4,3,1,4,3,3,94,355,US,1,-1,-1,A
266,2,1,2,2,3,1,5,3,1,3,2,4,2,1,1,2,1,1,1,1,3,1,1,1,1,5,5,4,5,4,4,5,5,1,1,4,4,2,1,5,1,4,1,2,2,5,5,1,1,95,194,US,0,-1,-1,S
267,2,1,3,4,3,4,3,1,2,3,2,3,2,3,3,3,4,4,2,2,2,1,3,3,1,1,3,1,4,2,2,3,1,2,1,3,1,3,1,1,2,1,1,2,2,4,4,2,2,100,172,US,1,-1,-1,I
268,2,5,3,1,2,2,4,3,2,4,4,1,4,3,4,4,2,3,3,4,3,2,4,3,2,4,5,5,5,5,4,5,5,1,1,3,3,3,3,3,2,5,2,4,4,4,5,3,4,95,220,US,1,-1,-1,S
269,2,4,3,1,4,4,3,4,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,-1,2,5,4,2,2,4,1,3,2,3,2,3,2,5,2,3,3,1,1,3,3,4,4,3,3,90,148,US,1,-1,-1,R
270,2,3,3,2,2,4,4,3,4,4,4,4,3,3,3,3,3,3,1,2,3,3,4,4,4,2,2,2,4,1,2,2,1,1,2,4,2,5,2,2,4,2,4,4,3,4,4,2,2,60,176,US,1,-1,-1,I
272,2,-1,1,-1,1,1,4,1,2,5,4,1,4,1,3,1,1,3,4,3,4,1,4,1,1,5,4,3,5,5,5,5,5,3,2,3,3,4,4,2,2,1,1,1,-1,-1,3,2,2,93,214,US,0,-1,-1,S
274,2,3,1,1,1,1,1,1,1,4,2,2,4,4,1,4,1,3,2,1,1,1,1,1,1,3,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,98,164,US,0,-1,-1,I
276,2,4,1,4,2,1,3,2,2,3,2,1,2,1,2,2,3,2,5,2,1,2,3,2,4,4,3,4,3,4,4,2,2,3,3,5,1,5,4,3,3,2,3,3,1,4,4,2,4,90,202,CA,1,-1,-1,E
277,2,1,2,1,2,1,2,2,1,4,3,4,5,3,4,3,4,1,2,4,4,2,2,4,4,4,3,4,4,4,4,4,2,1,3,2,3,3,3,2,2,2,3,1,2,1,2,3,2,90,219,US,1,-1,-1,I
278,2,1,1,1,1,1,-1,2,2,3,4,5,5,4,3,4,2,3,2,2,5,3,4,2,3,4,5,5,2,5,2,4,4,1,3,2,1,2,2,2,2,1,4,2,3,2,2,3,3,100,104,US,0,-1,-1,S
279,2,1,3,3,4,1,4,3,2,4,4,4,4,4,4,4,4,2,2,4,1,2,2,1,3,4,3,2,2,1,2,1,2,2,-1,4,1,3,1,1,3,1,4,4,1,4,4,3,2,80,99,US,1,-1,-1,I
280,2,1,2,1,1,1,1,1,1,4,4,4,3,4,4,1,4,1,2,3,4,3,2,1,4,2,5,2,4,4,4,4,4,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,90,232,US,1,-1,-1,S
283,2,3,4,1,2,2,3,2,3,3,4,4,1,3,2,3,3,1,1,5,2,2,1,1,5,4,2,3,1,4,3,3,2,2,2,3,3,2,4,3,4,2,1,1,2,1,3,2,2,75,966,US,1,-1,-1,I
284,2,4,4,3,4,3,4,4,4,5,4,3,5,4,2,4,3,1,2,1,1,1,1,1,2,1,5,1,1,2,4,2,2,3,4,4,1,4,3,4,4,4,3,4,4,4,4,4,4,75,174,US,1,-1,-1,C
288,2,3,1,1,1,1,1,1,1,5,1,3,2,2,1,4,1,1,1,1,1,1,1,1,1,3,2,3,1,2,1,1,1,1,1,1,1,1,1,4,1,5,4,4,4,4,4,2,4,90,125,US,1,-1,-1,C
289,2,4,4,1,2,3,3,4,3,2,2,2,2,2,2,2,3,2,4,4,4,4,2,1,5,5,5,5,4,5,4,5,4,3,3,2,4,3,3,3,3,4,2,2,3,3,3,3,2,97,129,US,0,-1,-1,S
290,2,1,1,1,1,1,1,1,1,2,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,2,2,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90,140,US,1,-1,-1,S
292,2,1,2,2,2,2,2,2,2,5,2,2,5,2,2,2,2,1,2,2,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,100,154,US,0,-1,-1,S
293,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,4,3,5,5,5,5,5,4,5,4,5,4,4,4,2,3,4,3,3,1,1,4,2,4,2,2,1,1,1,1,100,116,US,0,-1,-1,A
294,2,3,3,4,4,4,4,4,3,4,3,3,3,2,2,1,1,3,3,4,4,3,4,5,3,4,4,4,4,2,5,5,5,4,4,2,4,4,4,2,5,5,4,2,3,1,2,4,3,85,234,US,0,-1,-1,S
295,2,3,2,1,4,1,4,1,2,4,2,2,4,3,3,2,1,3,2,2,3,4,3,1,3,4,4,4,4,5,2,4,1,2,2,2,3,3,1,2,3,2,1,3,2,2,3,2,1,80,276,US,1,-1,-1,S
296,2,3,1,1,5,1,2,3,1,4,4,4,4,5,4,4,3,2,4,5,3,4,5,4,4,4,3,4,2,2,2,1,3,3,3,5,4,-1,3,1,4,2,4,2,4,3,4,1,2,89,143,US,0,-1,-1,I
297,2,2,2,1,2,-1,1,1,1,4,3,4,4,4,2,3,3,4,3,3,4,4,4,2,2,3,3,2,5,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,167,US,1,-1,-1,I
298,2,3,3,2,2,1,3,2,3,3,5,3,4,1,3,2,2,1,4,4,3,3,3,4,4,5,3,4,4,5,3,3,2,3,3,4,3,4,3,5,3,1,4,2,2,2,3,3,1,90,253,CA,1,-1,-1,S
299,2,2,1,1,2,1,1,2,1,3,4,4,4,3,4,2,3,3,4,4,4,5,3,4,4,3,5,4,2,4,1,1,1,2,3,3,4,1,2,2,4,1,1,2,2,1,3,1,2,97,114,US,0,-1,-1,A
301,2,1,2,1,1,1,1,1,1,5,3,2,4,4,2,3,1,2,3,4,1,2,1,1,1,3,3,4,5,4,3,3,4,2,2,2,3,4,4,3,3,3,1,2,3,2,2,2,1,75,238,CA,1,-1,-1,S
303,2,2,4,3,2,2,2,4,2,3,3,3,2,4,3,4,4,4,3,3,2,4,4,4,4,3,2,2,2,4,4,3,4,4,2,4,2,4,4,3,4,4,2,4,2,2,4,3,2,90,85,US,0,-1,-1,A
304,2,4,3,4,5,4,4,3,3,5,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,3,4,2,4,4,5,4,3,2,2,3,3,4,3,4,4,2,3,2,2,3,3,2,3,100,512,US,1,-1,-1,I
306,2,2,2,1,4,1,2,1,1,5,5,3,4,4,2,3,1,5,5,2,3,5,5,1,1,3,5,4,4,3,3,3,3,1,1,4,1,4,2,1,1,1,1,1,1,1,3,1,1,98,170,US,1,-1,-1,S
307,2,3,4,1,2,3,1,1,1,4,2,4,5,2,1,1,1,1,1,4,1,1,3,1,1,5,5,5,1,5,3,1,4,4,2,4,4,5,1,3,4,5,4,5,5,4,4,5,5,95,169,US,1,-1,-1,C
308,2,1,3,2,3,1,3,1,3,3,5,3,2,3,4,3,4,5,5,5,5,4,5,2,5,4,5,3,4,4,2,4,3,1,3,2,2,2,2,1,4,1,2,2,2,2,2,2,1,100,373,US,1,-1,-1,A
310,2,1,4,2,1,1,3,1,4,3,3,2,3,1,2,1,2,1,1,2,4,4,1,2,2,4,3,3,3,4,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,90,247,US,0,-1,-1,S
311,2,3,2,1,3,1,2,2,1,5,4,4,3,4,1,5,1,4,3,5,5,5,5,1,5,2,2,3,3,2,3,3,2,1,2,2,2,1,2,1,2,4,5,4,4,5,3,4,4,90,274,CA,0,-1,-1,A
312,2,1,3,1,3,1,1,1,3,3,5,4,3,1,5,1,1,1,1,4,1,1,1,1,1,3,3,5,1,5,3,1,1,3,3,5,1,4,3,4,1,4,1,4,2,1,1,3,3,100,234,US,1,-1,-1,E
315,2,3,2,1,1,1,1,2,2,2,3,1,1,2,2,2,2,4,4,4,4,5,4,4,4,3,4,3,1,3,2,5,3,1,3,2,4,2,3,2,3,2,2,2,2,1,3,3,2,95,142,US,0,-1,-1,A
317,2,5,5,3,5,3,5,5,5,5,5,5,5,4,5,3,5,2,1,3,5,4,4,5,1,4,4,5,5,4,4,5,4,4,3,5,3,4,4,5,3,4,5,5,3,3,5,5,3,90,136,US,0,-1,-1,I
319,2,2,2,2,2,2,2,2,1,2,5,4,3,4,4,4,4,4,2,3,3,3,5,2,3,3,4,3,3,2,4,3,4,2,3,2,1,2,4,1,4,2,2,2,2,1,3,1,2,90,121,US,0,-1,-1,I
321,2,3,1,1,5,2,5,1,1,3,5,4,2,2,2,1,1,3,5,4,2,5,2,1,4,3,5,2,2,4,1,4,4,3,2,4,2,1,1,1,4,1,4,1,2,1,4,1,1,90,119,US,0,-1,-1,A
325,2,3,4,1,1,2,1,1,1,5,5,5,2,3,5,4,4,3,5,5,4,5,5,4,5,4,3,2,5,3,5,5,4,3,2,3,5,1,5,3,3,3,1,3,1,1,3,2,3,99,194,US,1,-1,-1,A
326,2,1,1,1,1,1,1,1,1,5,4,4,1,1,4,1,3,5,5,5,5,5,5,1,4,5,5,5,5,5,5,3,1,1,1,3,5,3,3,2,1,1,1,1,1,1,1,1,1,100,116,US,1,-1,-1,A
327,2,5,3,1,3,3,4,4,2,3,4,3,1,3,4,4,3,1,3,2,1,2,3,2,3,5,4,1,4,2,2,4,3,1,4,4,4,4,3,2,3,5,4,4,4,4,4,4,4,90,125,CA,1,-1,-1,C
329,2,3,3,1,2,2,2,2,2,4,4,3,2,3,2,2,1,1,2,2,2,3,3,1,1,2,3,2,3,2,3,3,3,2,1,2,1,2,3,2,3,3,3,3,3,3,3,2,3,95,258,US,1,-1,-1,C
331,2,3,1,1,2,1,1,1,1,2,4,4,1,4,4,4,3,4,5,5,4,5,4,1,4,3,3,1,3,1,3,3,1,1,1,1,1,1,1,1,-1,3,3,3,2,3,4,3,3,90,8587,US,0,-1,-1,A
334,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,3,3,3,3,1,1,1,3,3,1,3,1,3,1,1,1,1,3,3,3,1,1,1,1,1,1,3,1,1,1,50,138,US,0,-1,-1,A
337,2,-1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,1,5,5,5,3,5,5,5,5,3,5,3,5,3,5,3,5,3,3,3,3,4,4,3,3,90,121,US,0,-1,-1,I
